"SQGDP2 Gross domestic product (GDP) by state 1/"
"Gross domestic product (GDP) by state: All industry total (Millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","2005:Q1","2005:Q2","2005:Q3","2005:Q4","2006:Q1","2006:Q2","2006:Q3","2006:Q4","2007:Q1","2007:Q2","2007:Q3","2007:Q4","2008:Q1","2008:Q2","2008:Q3","2008:Q4","2009:Q1","2009:Q2","2009:Q3","2009:Q4","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3"
"33000","New Hampshire",55528.6,56119.7,56705.0,57034.0,58095.2,58439.8,59380.7,61666.4,59886.1,61419.2,60652.4,60887.1,61063.4,60915.2,61037.5,60445.2,60943.5,60994.2,62745.9,62952.1,62716.8,64512.7,64668.4,64784.9,64030.4,65359.3,65551.3,66857.2,66545.5,67232.3,67939.4,68825.4,69022.2,68970.0,69623.9,70366.0,70085.9,72086.1,72517.3,74528.4,73893.0,75659.1,75969.5,77806.4,77371.8,78399.0,79092.7,79172.4,79505.6,79882.8,81823.7,82141.6,83555.8,84431.3,85107.0,85242.5,87338.2,87343.0,87840.4,88014.8,88126.5,78691.2,86319.2
"34000","New Jersey",433344.8,436775.6,444137.2,447717.7,455142.7,464970.2,465995.2,471162.7,471325.0,479650.4,482018.5,488786.2,495213.2,495367.7,497116.2,491724.5,485642.1,482099.4,486585.6,490511.2,492982.2,493602.0,496993.6,496333.5,490032.6,497051.5,500546.4,508206.6,515878.5,517188.4,524443.1,520766.1,537130.3,534306.9,536334.9,541613.6,537757.9,543121.9,548550.7,552430.8,563068.3,568477.9,572532.3,572387.6,578736.1,579217.4,582250.8,585813.2,580840.8,587197.6,594660.7,600087.4,602099.5,611207.8,615866.2,622743.8,626257.5,631545.7,638363.6,642967.7,641665.5,574017.5,625658.8
"35000","New Mexico",72212.4,73159.1,73855.8,75421.8,76645.1,77082.2,77642.6,78216.2,78490.7,80258.7,81567.8,81856.3,81726.4,84242.9,84832.6,83963.1,82193.6,81096.4,81772.2,82899.0,83218.3,82964.5,83713.8,86255.0,84391.8,86723.3,87231.2,88386.8,87916.2,88512.5,87432.2,86718.3,87731.0,88014.4,88792.4,89594.3,90185.6,92220.8,93632.8,94305.9,91288.1,91810.7,91490.1,90699.0,89730.8,91058.4,91370.2,92801.5,93475.1,93831.2,94587.7,95932.7,98015.9,99708.2,100660.7,101934.9,102971.8,104682.2,106005.0,106914.4,104461.6,93367.1,100776.8
"36000","New York",988106.0,1002916.1,1019942.8,1037758.5,1062518.8,1063982.1,1063746.1,1084291.9,1131772.5,1103240.4,1105567.8,1098413.6,1113171.4,1098188.6,1105619.6,1089567.4,1104993.0,1150523.7,1164277.3,1184181.6,1202784.0,1228293.1,1213670.3,1205193.0,1233701.4,1228438.3,1234301.8,1252669.0,1285455.8,1313917.6,1335168.0,1359061.7,1334470.2,1351477.4,1368066.2,1393837.8,1393629.2,1413271.9,1438376.9,1457618.6,1466074.9,1490925.5,1500666.7,1484816.2,1530706.0,1546419.2,1544558.6,1562267.1,1591432.8,1587931.5,1607486.4,1648710.1,1675422.0,1703877.1,1720476.0,1720265.7,1746190.9,1771545.4,1779739.8,1791566.8,1778240.0,1587879.2,1705127.0
"37000","North Carolina",346098.6,346908.1,353288.7,359053.6,376061.1,381939.2,384233.5,388962.0,395092.3,395396.2,395827.9,400212.5,409759.3,413129.8,416799.4,412571.2,398431.2,402789.4,409551.0,416559.8,409784.1,413754.6,416021.8,423279.4,421639.0,428885.5,427113.0,428639.9,437572.2,436567.4,442306.8,441712.3,448151.9,450066.3,457991.5,464857.3,468705.8,472139.3,480179.3,484016.5,495251.8,502062.4,506448.0,507471.3,513542.7,516445.9,521293.0,530144.7,534530.3,536556.7,541827.7,551248.2,556731.6,567963.7,569085.4,576026.0,581020.2,588477.4,595117.9,601787.9,600630.9,546775.7,594125.5
"38000","North Dakota",24097.5,24308.3,24501.2,24937.5,25434.1,26124.3,26363.7,26914.0,27712.2,28340.5,29014.6,30059.6,31039.9,31861.2,32593.4,31913.9,31830.1,31664.6,32421.2,33042.9,34124.2,35183.0,36101.2,37349.2,38436.4,40237.4,41928.0,45148.0,48536.4,51358.6,52800.5,53803.0,52424.7,53229.5,54801.4,54477.9,56154.0,58901.0,59692.5,59972.1,56604.9,55529.3,54542.6,53599.5,50880.3,50457.7,50851.6,50979.4,52092.8,52847.1,52373.8,53114.7,55044.9,56159.6,56912.7,57029.9,56696.4,57356.8,57198.6,57471.9,56417.5,49880.8,54043.7
"39000","Ohio",458210.0,462923.7,469805.0,472632.9,472367.5,476954.5,479025.1,480455.7,486960.6,489797.0,493182.2,493355.1,493727.8,496968.8,494826.6,480913.2,481448.4,474104.9,475697.2,480843.4,484406.6,492786.8,501523.9,507113.4,511054.7,518679.5,526956.4,536729.3,534566.0,541486.3,544237.8,543239.4,554123.3,554661.0,562202.6,572760.3,575540.2,589356.0,601565.1,605043.5,603440.1,609109.9,609917.9,614818.7,611250.3,619778.9,624490.1,630650.9,634358.3,638461.8,644944.3,651641.3,662028.3,673002.2,680592.9,684495.3,688012.2,691884.6,698180.8,703368.9,696274.2,626275.4,683460.1
"40000","Oklahoma",120037.8,122828.1,126289.7,128325.9,140436.4,136246.1,135679.8,135436.1,138293.9,142935.1,147367.8,150601.3,153972.0,163730.0,163946.8,157396.5,147858.4,144091.9,145610.9,145871.7,149264.2,152303.7,154750.4,156542.3,157573.5,164237.9,167825.8,170728.3,172353.4,172650.1,172413.2,175538.5,179174.8,180100.3,182476.0,185681.9,188718.7,193803.9,197378.1,194284.8,186282.0,184067.3,184356.2,181856.2,176083.1,177924.0,178005.1,179239.8,182490.8,184815.7,185443.6,189192.4,194290.0,197788.2,200001.1,202303.9,202146.7,202274.0,202119.3,201604.3,195606.4,173060.5,186882.9
"41000","Oregon",141541.6,142054.1,144313.7,146458.8,152281.7,153378.4,156208.5,158795.9,157612.2,159928.3,163111.6,165074.2,164502.5,165704.7,166282.0,163713.9,162601.7,160057.0,159890.7,159750.2,163582.0,162514.1,164153.2,165058.8,169138.3,170110.4,170087.5,173146.1,174348.9,175022.7,175284.6,173054.2,176547.2,177714.4,180267.5,183028.7,182741.4,187300.1,191295.7,193772.8,198568.1,200936.2,205179.3,206190.7,211499.5,213692.9,214744.9,218532.9,221577.7,225390.6,228419.5,232781.1,237068.3,240531.1,243988.7,246324.2,249543.8,251471.7,254784.7,258692.6,257687.6,233799.2,253848.9
"42000","Pennsylvania",494553.1,500002.1,509325.1,515602.0,513983.1,522510.3,530417.5,535753.3,545323.0,552764.1,564726.7,573756.6,575086.5,585633.0,585854.3,579535.6,572019.2,571006.6,574743.2,590084.9,585591.5,595317.7,604840.8,610350.6,604271.4,615858.6,623163.9,630927.7,634399.2,640183.0,645172.2,642897.8,654351.9,659888.3,665084.5,674013.3,675112.3,687773.9,698968.3,702838.4,706173.5,711160.9,713463.6,716350.9,717591.6,723679.0,731571.0,734696.5,735552.0,738575.8,749711.9,756723.5,764535.7,775759.4,783635.5,789567.7,797988.3,805933.2,812579.9,818448.6,808936.8,723830.4,788500.0
"44000","Rhode Island",44119.4,44977.9,45284.7,46150.5,46269.5,47702.9,48558.2,48208.5,48434.1,47782.3,47692.5,47130.7,47203.1,46890.5,46843.7,47376.1,47049.4,47624.1,48225.1,48727.7,48682.0,49335.1,49843.9,50028.7,48928.7,50461.8,50494.0,50794.6,51322.9,51674.3,51794.5,51638.0,52689.3,52338.2,52872.7,53289.7,53487.9,53869.1,54386.1,55447.8,55834.8,56491.3,56613.1,57303.6,56686.2,57271.8,58041.7,58118.1,57041.8,57691.0,58753.8,58982.3,58930.7,59845.4,59983.1,60939.3,61626.6,61804.6,61768.8,62335.4,61953.8,56285.2,61081.2
"45000","South Carolina",140232.8,141539.7,143343.7,145344.0,148478.3,149854.6,151019.6,153293.2,154806.2,158164.0,160894.0,162541.5,160674.5,162434.3,163087.2,160995.7,159968.3,158732.1,159386.4,161558.6,161089.7,163405.6,164752.6,166128.1,167204.0,170328.6,170669.8,172109.3,174595.1,175004.9,175906.4,175807.7,180409.0,180193.7,184165.0,186580.2,187006.8,191615.8,193881.9,195421.5,199359.2,202174.8,206448.9,208018.8,209582.4,212564.8,214423.7,217767.5,220772.8,222100.9,223991.3,226791.0,230430.5,234120.3,236517.2,240079.8,244305.4,245094.6,249110.6,251664.5,247816.9,224689.2,245473.2
"46000","South Dakota",30308.0,30260.0,30634.6,30937.5,31296.1,31732.7,32013.6,32253.9,34308.1,34835.4,34801.7,35318.7,37360.7,36932.7,36501.5,35107.5,35934.9,36128.0,36509.1,36794.0,36564.1,36978.5,38292.1,39002.2,40340.0,41196.9,41782.1,43441.6,43883.8,43972.6,41995.8,44350.7,44791.1,44917.2,45105.4,45012.3,46258.8,46914.9,46306.3,45999.5,46692.4,47115.0,47727.2,48987.4,47305.5,48312.5,49521.8,49785.3,50774.0,50553.8,50138.5,49905.4,52952.9,53051.3,53222.1,53729.7,53712.3,54497.3,55502.2,56051.9,56071.7,50951.3,55243.2
"47000","Tennessee",224177.7,225712.9,229952.8,232661.9,236210.0,240165.9,240645.5,243423.0,239322.6,242441.7,245335.0,249677.7,249389.7,251478.1,254251.8,251079.7,250724.0,249273.4,249264.7,252255.6,253467.7,254716.0,255908.5,258692.2,260743.2,265678.8,269602.5,273926.2,278522.0,284013.9,284452.7,286939.5,292281.3,290445.7,293542.0,296792.2,297371.6,302162.3,306255.1,309366.3,316062.5,322938.4,327118.2,328514.8,329874.9,332118.0,335243.0,340507.0,342267.4,343288.7,346433.6,353142.1,355341.3,361895.4,365540.0,368171.5,370936.3,375387.5,379183.0,380823.0,379453.8,333194.3,369062.8
"48000","Texas",959728.9,966652.1,993026.3,1025403.5,1054437.0,1076278.2,1093210.2,1112761.8,1132439.2,1174746.2,1189869.0,1215829.8,1220023.4,1256216.8,1257142.6,1212064.5,1166879.1,1146631.5,1156114.6,1182262.1,1216228.5,1223504.7,1243662.6,1265820.0,1292759.9,1329663.1,1338484.3,1363646.5,1388189.1,1397013.7,1410389.1,1446199.1,1466524.0,1489492.0,1518706.1,1527494.9,1531479.0,1569666.7,1591410.8,1579726.5,1567401.6,1563001.9,1567179.7,1559914.1,1538263.7,1560051.9,1574912.8,1597519.8,1628455.6,1647204.3,1672118.4,1713933.8,1755051.1,1793165.6,1809490.7,1824833.2,1827426.3,1835576.3,1850626.4,1861581.9,1818394.5,1628185.0,1772131.6
"49000","Utah",90791.3,92408.8,95362.0,98650.0,102069.5,104708.0,107278.6,110056.9,111127.7,114883.0,115766.6,116851.1,115277.5,117231.8,117044.1,113986.7,114098.3,113008.6,113098.1,113866.0,116120.8,116287.8,118579.0,121405.4,122315.0,124725.8,125417.9,126300.9,128312.7,128317.6,128292.1,130134.5,132429.9,133433.2,135858.2,136396.8,138764.5,140951.1,142400.1,143996.3,145623.6,148330.2,149943.9,151773.2,153445.3,155781.2,158746.3,161798.0,162686.2,165349.0,169269.7,173148.6,176877.8,181342.7,183298.1,184972.2,189356.4,190105.0,193976.0,196639.4,195594.4,182894.6,198630.2
"50000","Vermont",23305.0,23288.1,23560.3,23850.2,24289.8,24274.4,24372.1,24282.6,24346.0,24603.4,24884.7,24923.1,25518.6,25587.7,25800.9,25764.2,25645.6,25576.7,25922.1,26338.2,26504.8,27019.1,27444.7,27484.6,27466.0,27981.2,28159.7,28931.6,28735.6,29239.3,29013.5,28585.9,29030.7,28944.4,28807.9,29081.1,28864.8,29380.6,30042.7,30474.6,30308.1,30576.9,30863.4,30906.6,31097.3,31294.2,31594.6,31735.3,31753.3,31815.1,32146.9,32447.6,32554.5,33009.5,33039.3,33320.9,33810.5,33805.8,34117.2,34320.2,34016.6,30174.8,33277.8
"51000","Virginia",351558.7,358082.4,365491.2,368236.9,375995.3,377940.1,379945.2,382044.3,387694.7,390888.8,396189.3,396943.4,395237.6,399085.8,403485.4,403413.3,404013.3,407823.2,410387.9,415543.0,416498.5,422795.7,426164.9,428796.3,426647.1,430984.7,434770.3,439636.4,440636.4,444145.8,447889.7,447810.9,453991.5,452531.1,455226.2,458919.0,456364.9,462342.7,467325.4,472024.6,476071.8,483744.6,488818.5,489488.2,488164.6,493999.4,498051.3,506065.5,505925.4,509362.0,513285.9,518932.1,525661.5,531814.8,535895.8,540669.6,548014.2,552269.8,560807.5,566529.4,562718.0,519911.6,557986.3
"53000","Washington",289799.4,294263.7,295654.5,303717.2,310466.5,313951.7,318659.8,326177.4,332099.1,343730.6,352063.0,358071.9,352598.2,354912.7,359963.0,354912.5,351405.5,352472.3,352750.9,358193.1,357854.0,365191.3,368571.0,371582.2,373778.3,377233.3,380013.0,388160.9,395650.8,399997.0,404632.7,402212.5,413912.4,415243.2,423451.9,426077.7,430680.6,437457.4,449478.7,454103.3,461219.8,470199.1,477764.4,477627.8,487971.3,488523.5,493343.4,504699.9,514179.5,520848.6,532482.0,543319.8,560333.3,571311.0,584400.7,585621.8,600330.7,608171.1,618623.0,624861.4,625120.6,579694.9,632013.5
"54000","West Virginia",51590.1,52859.3,53610.3,55111.1,55639.7,56478.1,56980.1,57214.0,57372.7,58462.8,59144.3,59535.6,59515.0,61927.4,63384.0,63150.2,63053.2,62584.8,62589.9,63902.2,63988.6,64570.5,66320.5,66339.2,66104.4,68664.5,69068.7,69949.8,69677.3,69841.3,69081.8,68742.1,70654.1,70810.7,71228.0,71301.4,70478.5,71970.8,72484.9,72142.5,70543.8,71512.9,70968.5,70238.3,69351.1,69858.1,70168.1,70647.6,72765.1,72188.5,72673.8,73784.9,75294.1,77104.7,78646.4,79484.8,78711.4,79185.1,79078.5,78480.5,76366.3,68000.8,74510.9
"55000","Wisconsin",222355.1,224122.0,228348.1,227537.6,232585.7,234807.6,237140.1,238858.6,241589.2,243361.0,245265.3,245149.7,243109.8,244705.5,245866.6,244855.2,241728.2,243725.7,246403.6,250217.1,249305.4,252813.0,256448.7,259893.5,259149.2,262529.6,266551.7,268435.0,272978.0,274949.9,274655.6,275578.3,279304.3,279550.5,282207.8,286267.6,286014.7,293529.4,296555.4,299247.3,302149.4,305941.7,308276.2,309628.2,310020.5,312655.1,315534.0,315551.2,317076.9,317485.5,322750.0,325127.4,333080.9,335832.6,339101.6,342197.3,345241.7,348471.3,350017.4,353935.5,348021.0,314026.5,344500.0
"56000","Wyoming",25403.1,26571.8,27453.0,29448.8,30455.1,32051.3,33498.6,33818.7,34582.3,36210.4,36851.5,38809.7,40452.4,44020.0,44429.1,41299.3,38249.9,35662.6,35097.3,35332.8,37284.7,37027.7,37597.9,37860.1,38514.0,39766.9,39424.4,39955.5,39369.7,38783.9,37780.4,37816.9,39111.7,38742.6,39119.9,38797.8,38894.5,39595.7,39828.5,39408.0,38273.0,38152.9,38061.3,36955.8,35945.3,35681.6,35507.0,35682.2,36627.0,37312.3,37123.7,38021.8,38954.8,39603.4,40027.2,40227.2,40114.1,40301.3,40500.8,40764.3,38680.2,33233.1,35999.5
"91000","New England",714575.9,720663.2,729076.4,738069.6,753161.0,759557.9,764006.8,778818.6,789738.4,797923.3,804994.3,807383.3,820353.6,818779.9,810639.9,799291.3,809169.7,809116.0,815869.1,823639.7,825798.1,839063.3,848492.1,849525.6,838687.8,861860.0,859978.0,873276.6,879259.4,889681.9,894198.7,895243.3,897606.8,897834.2,907722.3,915678.7,908663.0,924159.5,942009.3,960969.7,970445.2,985677.3,988957.1,999590.0,999510.0,1009873.3,1018994.0,1024078.1,1027368.9,1038878.5,1052698.9,1061898.3,1076702.2,1089217.5,1098858.6,1104394.8,1123191.4,1130963.0,1140932.3,1147567.9,1141524.2,1035902.1,1121716.0
"92000","Mideast",2310355.2,2337955.1,2378750.9,2416890.1,2449044.2,2472643.6,2485745.6,2518884.0,2579153.5,2573511.3,2593530.1,2603461.3,2631187.5,2629130.1,2640471.0,2613830.7,2618025.3,2662573.3,2687666.1,2730695.1,2754613.3,2794675.6,2797260.6,2801008.3,2818210.3,2838739.6,2860263.3,2896145.1,2944326.7,2979477.8,3016455.3,3030400.3,3038587.7,3057352.2,3086696.1,3134878.9,3133684.4,3181768.3,3232867.3,3263215.6,3295298.2,3336486.7,3355950.1,3347042.3,3404768.7,3433267.2,3446687.1,3478309.2,3502814.5,3511150.7,3557534.2,3617373.4,3657813.5,3714279.4,3748021.3,3763659.2,3809314.6,3853177.7,3880373.6,3909138.2,3882625.2,3493919.2,3768023.0
"93000","Great Lakes",1894960.6,1908783.4,1930562.6,1940238.9,1963697.7,1982937.9,1994700.3,2009336.6,2034839.3,2052610.5,2066443.2,2068896.0,2048386.4,2056078.7,2052851.5,2019106.7,1983385.8,1980578.6,1992431.1,2026571.5,2027239.6,2068641.4,2104554.2,2119222.8,2126572.5,2149964.7,2174108.0,2211292.3,2232869.9,2255324.2,2263207.5,2260049.0,2303155.1,2298812.8,2322360.0,2355908.1,2361701.1,2416899.5,2455821.1,2471234.4,2482023.9,2510564.9,2527573.6,2535132.7,2530184.8,2559609.7,2570963.5,2599666.7,2607631.6,2621696.0,2648609.2,2678418.7,2727647.1,2757215.9,2779996.8,2798540.9,2815620.7,2832371.6,2860720.4,2879021.0,2845796.9,2567212.4,2807752.2
"94000","Plains",810874.5,817814.8,831324.2,833976.9,846614.6,861193.2,859311.1,869144.0,884999.5,903730.9,911603.2,924123.5,929180.2,939141.0,941026.6,932603.1,922052.2,921024.7,928654.1,945083.5,943629.6,959063.0,972615.5,987510.2,990746.8,1008105.7,1015890.9,1032319.0,1053359.2,1063288.4,1062031.6,1067392.3,1086021.1,1087857.6,1100916.8,1109341.6,1111124.5,1142013.8,1158815.9,1165760.6,1167810.8,1176385.0,1184905.7,1186268.3,1178727.6,1187701.7,1201299.6,1212368.2,1220162.6,1225302.6,1227188.9,1242974.9,1266563.8,1286291.8,1291337.2,1299709.9,1306756.3,1318496.4,1332856.2,1343740.7,1334415.8,1208190.5,1315096.0
"95000","Southeast",2824257.3,2859976.5,2913228.5,2955482.4,3012265.4,3047941.1,3069728.3,3102985.2,3107282.6,3139156.4,3173008.1,3198366.8,3179988.2,3208123.8,3217575.3,3168903.7,3135667.8,3123688.2,3136694.4,3180332.9,3182117.2,3225643.1,3262524.7,3288569.3,3274705.9,3316628.4,3332114.0,3367028.3,3404419.7,3424901.7,3442417.0,3443417.1,3507747.9,3504386.6,3546894.6,3583224.9,3590763.8,3654434.4,3705738.5,3740376.8,3781293.5,3839221.3,3876918.1,3891576.8,3904274.5,3946672.7,3982404.6,4035431.2,4078938.0,4099891.4,4141799.6,4212673.4,4274137.5,4337185.0,4377816.9,4420447.9,4464595.8,4504473.4,4556884.3,4598427.4,4566003.6,4154332.6,4512856.6
"96000","Southwest",1371858.6,1388013.7,1425461.9,1464537.6,1513937.0,1534587.1,1556563.1,1581601.2,1607060.3,1659225.7,1684023.2,1712927.5,1718282.7,1765912.7,1765727.0,1706385.6,1643358.3,1614274.0,1624492.6,1656214.9,1691765.2,1705552.0,1731834.1,1761578.0,1788043.2,1836533.0,1851992.9,1886607.9,1914407.5,1926456.6,1938353.9,1978380.2,2005591.8,2030816.2,2065782.0,2081622.3,2090432.4,2138838.1,2169645.0,2157303.6,2138965.3,2136922.5,2142110.9,2135808.0,2109290.9,2140405.2,2160684.5,2188806.4,2228841.4,2252603.1,2285015.7,2335607.5,2391869.9,2439269.9,2462828.0,2486148.7,2493924.4,2509437.3,2531923.7,2549119.3,2495938.3,2244753.5,2438087.8
"97000","Rocky Mountain",408746.5,415260.5,425119.5,432136.4,443307.8,449342.1,458187.3,463935.0,471649.1,484331.2,490998.7,502530.1,500586.7,513002.5,514109.3,498958.4,492576.6,483166.4,486154.3,490375.4,497470.6,498633.3,505977.4,515998.9,517101.0,524758.0,527394.1,532939.3,537125.8,539342.0,540078.3,545923.8,558192.3,561327.2,570073.5,574998.8,581385.9,591626.4,599900.7,607320.9,609478.2,616398.1,620709.0,621903.4,621324.2,629716.6,640320.1,651278.7,658209.3,667473.2,679001.0,692490.3,708699.6,721448.3,727446.9,736652.4,747065.2,755943.3,769000.5,778092.9,773435.6,706242.0,766386.3
"98000","Far West",2348983.3,2383125.8,2427404.3,2470898.9,2542513.0,2560346.4,2593658.4,2628068.7,2645651.0,2687501.0,2728306.3,2774392.1,2738489.3,2785543.3,2799563.3,2722593.7,2700530.3,2659777.8,2648593.9,2670706.4,2703100.2,2728536.0,2751161.3,2809197.6,2820730.2,2848502.5,2858034.6,2886306.0,2938345.1,2960277.1,2989280.7,3025392.1,3054471.8,3082735.1,3139561.8,3217995.3,3209209.5,3268065.2,3344850.8,3373368.4,3441805.9,3509054.4,3540899.3,3552203.2,3609742.3,3632362.2,3685469.6,3733606.8,3797889.8,3849713.7,3912962.0,3982020.6,4027530.6,4093468.0,4137585.5,4177618.8,4236590.2,4305051.1,4347375.7,4421981.5,4400773.4,3992042.7,4322036.0
"Legend / Footnotes:"
"1/ For levels: millions of dollars, seasonally adjusted at annual rates; for annualized percent change and compound growth rate: seasonally adjusted at annual rates. Industry detail is based on the 2012 North American Industry Classification System (NAICS). Calculations are performed on unrounded data."
"* For the All industry total and Government and government enterprises, the difference between the United States and sum-of-states reflects overseas activity, economic activity taking place outside the borders of the United States by the military and associated federal civilian support staff."
"Last updated: December 23, 2020-- new statistics for 2020:Q3."
